id,serie_bac,note_maths,note_sciences,note_langues,note_eco,matieres_preferees,competences,interets,environnement,metiers_vises,filiere
syn-01702,S,4,3,3,4,Langues etrangeres|Sport|SVT,Redaction / communication|Creativite / design|Travail en equipe|Vente / negociation,Droit / justice|Agriculture / environnement,Bureau,Creation / design,TEE
syn-01703,C,4,3,2,1,Francais / Litterature|Informatique / Technologie,Redaction / communication|Analyse de donnees / logique|Programmation|Organisation / gestion de projet,Technologie / informatique|Droit / justice|Finance / comptabilite,Mixte,Creation / design|Commerce / relation client,IGGLIA
syn-01704,Technique industrielle,2,4,3,3,Langues etrangeres|Sport,Analyse de donnees / logique|Travail en equipe|Redaction / communication,BTP / construction|Tourisme / hotellerie,Bureau,Entrepreneur / independant,IGGLIA
syn-01705,D,2,3,4,2,Physique-Chimie|Sport,Analyse de donnees / logique|Creativite / design|Travail en equipe|Programmation,Sante / social|Technologie / informatique|Finance / comptabilite|BTP / construction,Bureau,Recherche / enseignement|Entrepreneur / independant,IMTICIA
syn-01706,S,5,4,2,2,SVT|Economie / Gestion|Arts,Organisation / gestion de projet|Travail en equipe|Redaction / communication,Finance / comptabilite|Sciences|Art / design / audiovisuel,Mixte,Gestion / management|Entrepreneur / independant,FIC
syn-01707,A1,2,3,3,4,Informatique / Technologie|SVT|Arts,Programmation|Redaction / communication|Electronique / bricolage technique|Creativite / design,Technologie / informatique|Communication / medias,Mixte,Gestion / management,EMP
syn-01708,A1,2,2,4,3,Arts|Physique-Chimie|SVT,Programmation|Redaction / communication,Agriculture / environnement|Art / design / audiovisuel|Sciences,Atelier / usine,Creation / design|Gestion / management,TEE
syn-01709,S,4,3,5,3,Sport|Histoire-Geographie|Francais / Litterature,Vente / negociation|Analyse de donnees / logique|Programmation,Communication / medias|Droit / justice,Laboratoire,Recherche / enseignement|Technique / ingenierie,DTJA
syn-01710,S,3,3,5,3,Mathematiques|Physique-Chimie,Electronique / bricolage technique|Programmation|Creativite / design|Analyse de donnees / logique,Sciences|Finance / comptabilite,Atelier / usine,Gestion / management,ISAIA
syn-01711,D,2,4,3,3,Economie / Gestion|Mathematiques,Vente / negociation|Analyse de donnees / logique|Creativite / design,Finance / comptabilite|Sante / social|Entrepreneuriat / business|Droit / justice,Laboratoire,Creation / design|Commerce / relation client,CAA
syn-01712,C,2,2,4,3,Sport|Francais / Litterature,Organisation / gestion de projet|Electronique / bricolage technique|Redaction / communication|Travail en equipe,Tourisme / hotellerie|Entrepreneuriat / business,Bureau,Recherche / enseignement|Commerce / relation client,TEH
syn-01713,C,4,2,3,4,Physique-Chimie|Economie / Gestion|Mathematiques,Redaction / communication|Analyse de donnees / logique,Sciences|BTP / construction,Bureau,Entrepreneur / independant,ISAIA
syn-01714,D,3,4,3,3,Physique-Chimie|Sport|Economie / Gestion,Organisation / gestion de projet|Travail en equipe|Analyse de donnees / logique,Droit / justice|Finance / comptabilite|Technologie / informatique|BTP / construction,Laboratoire,Gestion / management,FIC
syn-01715,A2,2,2,4,3,Arts|Histoire-Geographie,Creativite / design|Vente / negociation,Tourisme / hotellerie|Droit / justice|Art / design / audiovisuel,Terrain / exterieur,Commerce / relation client|Gestion / management,TEH
syn-01716,C,5,5,2,4,Sport|SVT,Organisation / gestion de projet|Travail en equipe|Redaction / communication,Sante / social|Sciences|Agriculture / environnement|Finance / comptabilite,Atelier / usine,Gestion / management,IAA
syn-01717,C,3,3,3,4,Sport|Arts,Creativite / design|Electronique / bricolage technique|Vente / negociation|Travail en equipe,Droit / justice|Communication / medias,Atelier / usine,Technique / ingenierie,ESIIA
syn-01718,S,5,3,3,2,Informatique / Technologie|Mathematiques|Sport,Programmation|Travail en equipe|Vente / negociation|Creativite / design,Communication / medias|Sciences|Tourisme / hotellerie,Bureau,Commerce / relation client|Recherche / enseignement,IGGLIA
syn-01719,C,3,4,4,3,Mathematiques|Histoire-Geographie|SVT,Analyse de donnees / logique|Programmation,Entrepreneuriat / business|Sante / social|Droit / justice|Tourisme / hotellerie,Terrain / exterieur,Entrepreneur / independant,AEE
syn-01720,C,4,4,4,1,Mathematiques|Sport|Histoire-Geographie,Redaction / communication|Organisation / gestion de projet|Analyse de donnees / logique|Travail en equipe,BTP / construction|Tourisme / hotellerie|Droit / justice,Laboratoire,Entrepreneur / independant|Creation / design,GCA
syn-01721,A2,1,3,5,3,Francais / Litterature|Arts,Creativite / design|Programmation,Finance / comptabilite|Droit / justice|Communication / medias|BTP / construction,Bureau,Technique / ingenierie|Recherche / enseignement,DTJA
syn-01722,S,4,3,3,2,Arts|Physique-Chimie|Economie / Gestion,Vente / negociation|Creativite / design|Organisation / gestion de projet|Analyse de donnees / logique,Art / design / audiovisuel|Sciences|Technologie / informatique,Laboratoire,Creation / design|Commerce / relation client,IMTICIA
syn-01723,S,3,5,2,2,Arts|Langues etrangeres|Physique-Chimie,Organisation / gestion de projet|Electronique / bricolage technique|Analyse de donnees / logique|Creativite / design,Sciences|Finance / comptabilite|Communication / medias|Droit / justice,Laboratoire,Technique / ingenierie|Entrepreneur / independant,ICMP
syn-01724,D,3,3,2,3,Mathematiques|Sport|Physique-Chimie,Electronique / bricolage technique|Analyse de donnees / logique|Travail en equipe,Sciences|Sante / social,Bureau,Gestion / management|Commerce / relation client,ISAIA
syn-01725,S,3,5,3,3,Physique-Chimie|SVT|Economie / Gestion,Electronique / bricolage technique|Organisation / gestion de projet,Finance / comptabilite|BTP / construction|Sciences,Terrain / exterieur,Commerce / relation client|Technique / ingenierie,ICMP
syn-01726,L,3,2,3,3,Langues etrangeres|Histoire-Geographie,Redaction / communication|Electronique / bricolage technique|Creativite / design,Finance / comptabilite|Communication / medias|BTP / construction,Atelier / usine,Entrepreneur / independant,DTJA
syn-01727,L,1,1,3,3,Economie / Gestion|Langues etrangeres,Travail en equipe|Organisation / gestion de projet|Redaction / communication,Entrepreneuriat / business|Agriculture / environnement|Finance / comptabilite|Tourisme / hotellerie,Terrain / exterieur,Entrepreneur / independant|Recherche / enseignement,CAA
syn-01728,A2,3,2,4,4,Histoire-Geographie|Langues etrangeres|Francais / Litterature,Electronique / bricolage technique|Redaction / communication|Analyse de donnees / logique|Vente / negociation,Droit / justice|Tourisme / hotellerie|Communication / medias|Technologie / informatique,Bureau,Technique / ingenierie|Creation / design,DTJA
syn-01729,S,3,4,3,2,Informatique / Technologie|Francais / Litterature,Programmation|Redaction / communication|Organisation / gestion de projet|Vente / negociation,Tourisme / hotellerie|Technologie / informatique,Mixte,Technique / ingenierie,IGGLIA
syn-01730,D,5,4,3,4,Arts|Francais / Litterature|Langues etrangeres,Creativite / design|Redaction / communication|Vente / negociation|Electronique / bricolage technique,Communication / medias|Agriculture / environnement|Droit / justice,Bureau,Technique / ingenierie,DTJA
syn-01731,S,2,4,2,4,Economie / Gestion|Histoire-Geographie|Physique-Chimie,Creativite / design|Organisation / gestion de projet|Analyse de donnees / logique,Sciences|Tourisme / hotellerie|BTP / construction,Mixte,Recherche / enseignement|Commerce / relation client,EMP
syn-01732,A2,2,4,3,3,Informatique / Technologie|Mathematiques,Electronique / bricolage technique|Programmation|Creativite / design|Analyse de donnees / logique,Droit / justice|Communication / medias,Terrain / exterieur,Entrepreneur / independant|Gestion / management,DTJA
syn-01733,Technique industrielle,4,3,4,2,Economie / Gestion|Mathematiques|Francais / Litterature,Redaction / communication|Vente / negociation|Analyse de donnees / logique|Programmation,Sciences|Droit / justice|Agriculture / environnement|Entrepreneuriat / business,Mixte,Creation / design,ISAIA
syn-01734,A2,1,2,4,2,Physique-Chimie|Langues etrangeres,Redaction / communication|Electronique / bricolage technique|Analyse de donnees / logique|Travail en equipe,Entrepreneuriat / business|Sciences|Sante / social,Terrain / exterieur,Entrepreneur / independant|Gestion / management,TEE
syn-01735,S,1,3,3,2,SVT|Histoire-Geographie,Travail en equipe|Programmation,Entrepreneuriat / business|Sciences,Laboratoire,Recherche / enseignement,PIP
syn-01736,S,5,4,3,3,Physique-Chimie|Economie / Gestion,Electronique / bricolage technique|Programmation|Vente / negociation,BTP / construction|Finance / comptabilite|Droit / justice|Communication / medias,Bureau,Recherche / enseignement|Creation / design,GCA
syn-01737,D,3,4,1,2,Histoire-Geographie|Informatique / Technologie,Analyse de donnees / logique|Creativite / design,Tourisme / hotellerie|Droit / justice|BTP / construction,Mixte,Entrepreneur / independant,GCA
syn-01738,Technique industrielle,3,2,2,3,Physique-Chimie|Informatique / Technologie,Redaction / communication|Travail en equipe,Sciences|Communication / medias|Technologie / informatique,Bureau,Commerce / relation client,IGGLIA
syn-01739,D,3,4,4,4,SVT|Arts,Redaction / communication|Creativite / design|Electronique / bricolage technique|Analyse de donnees / logique,Communication / medias|Art / design / audiovisuel,Terrain / exterieur,Recherche / enseignement|Creation / design,IMTICIA
syn-01740,D,2,3,3,3,SVT|Histoire-Geographie,Electronique / bricolage technique|Organisation / gestion de projet|Redaction / communication,BTP / construction|Sante / social|Communication / medias,Bureau,Commerce / relation client,GCA
syn-01741,D,4,5,2,4,Sport|Informatique / Technologie,Electronique / bricolage technique|Programmation,Technologie / informatique|Tourisme / hotellerie|Communication / medias|BTP / construction,Bureau,Gestion / management,IGGLIA
syn-01742,D,3,3,3,2,Langues etrangeres|Francais / Litterature|Economie / Gestion,Redaction / communication|Vente / negociation,Tourisme / hotellerie|Communication / medias|Droit / justice|Finance / comptabilite,Bureau,Commerce / relation client|Creation / design,DTJA
syn-01743,S,4,4,3,2,Sport|Francais / Litterature,Travail en equipe|Redaction / communication|Programmation|Analyse de donnees / logique,Droit / justice|Entrepreneuriat / business|Technologie / informatique|Finance / comptabilite,Terrain / exterieur,Recherche / enseignement|Entrepreneur / independant,ISAIA
syn-01744,A2,2,3,4,5,SVT|Economie / Gestion|Arts,Electronique / bricolage technique|Organisation / gestion de projet,Agriculture / environnement|Sciences,Bureau,Technique / ingenierie,FIC
syn-01745,A2,2,2,4,5,SVT|Economie / Gestion|Mathematiques,Analyse de donnees / logique|Travail en equipe|Organisation / gestion de projet|Redaction / communication,Sante / social|Art / design / audiovisuel|BTP / construction,Bureau,Gestion / management,EMP
syn-01746,S,4,2,1,1,Mathematiques|Histoire-Geographie|Physique-Chimie,Creativite / design|Electronique / bricolage technique|Analyse de donnees / logique,Sante / social|Agriculture / environnement|Sciences|Droit / justice,Bureau,Creation / design|Technique / ingenierie,ISAIA
syn-01747,L,2,2,5,5,Sport|SVT,Travail en equipe|Organisation / gestion de projet|Creativite / design,Sante / social|Tourisme / hotellerie|Sciences,Bureau,Commerce / relation client|Gestion / management,TEH
syn-01748,D,2,4,2,4,Mathematiques|Economie / Gestion|Arts,Creativite / design|Organisation / gestion de projet,Sciences|Droit / justice,Bureau,Gestion / management|Technique / ingenierie,FIC
syn-01749,C,3,3,3,4,Langues etrangeres|Arts|Francais / Litterature,Creativite / design|Programmation|Redaction / communication,Art / design / audiovisuel|Communication / medias|Technologie / informatique|Sante / social,Mixte,Gestion / management|Recherche / enseignement,IMTICIA
syn-01750,S,3,4,4,3,Arts|Mathematiques,Vente / negociation|Analyse de donnees / logique|Redaction / communication|Organisation / gestion de projet,Art / design / audiovisuel|Communication / medias|Finance / comptabilite,Mixte,Creation / design|Commerce / relation client,CAA
syn-01751,S,3,4,3,2,Physique-Chimie|Langues etrangeres,Creativite / design|Analyse de donnees / logique|Redaction / communication|Electronique / bricolage technique,Sciences|Agriculture / environnement,Mixte,Gestion / management|Commerce / relation client,ICMP
syn-01752,Technique industrielle,2,4,2,3,Arts|Histoire-Geographie,Programmation|Travail en equipe|Organisation / gestion de projet,Communication / medias|Entrepreneuriat / business|Tourisme / hotellerie,Mixte,Recherche / enseignement|Entrepreneur / independant,CAA
syn-01753,D,3,2,3,3,Sport|Arts|Mathematiques,Creativite / design|Analyse de donnees / logique|Travail en equipe|Electronique / bricolage technique,Art / design / audiovisuel|Finance / comptabilite,Mixte,Commerce / relation client,IMTICIA
syn-01754,L,3,3,2,3,Francais / Litterature|Informatique / Technologie|SVT,Redaction / communication|Electronique / bricolage technique|Programmation|Organisation / gestion de projet,Sciences|Agriculture / environnement,Bureau,Technique / ingenierie,TEE
syn-01755,S,2,5,3,3,Economie / Gestion|SVT|Physique-Chimie,Vente / negociation|Analyse de donnees / logique|Electronique / bricolage technique|Creativite / design,Sciences|Sante / social,Laboratoire,Entrepreneur / independant|Gestion / management,PIP
syn-01756,Technique agricole,4,3,1,3,Economie / Gestion|Informatique / Technologie,Programmation|Organisation / gestion de projet|Electronique / bricolage technique|Travail en equipe,Entrepreneuriat / business|Art / design / audiovisuel|Sciences,Laboratoire,Gestion / management|Technique / ingenierie,EMP
syn-01757,A1,1,2,4,5,Arts|Sport,Creativite / design|Programmation,Art / design / audiovisuel|Communication / medias,Atelier / usine,Commerce / relation client|Creation / design,CAA
syn-01758,Technique genie civil,2,3,3,2,Sport|Langues etrangeres|Arts,Redaction / communication|Electronique / bricolage technique,Tourisme / hotellerie|Agriculture / environnement|Art / design / audiovisuel|Communication / medias,Atelier / usine,Technique / ingenierie|Gestion / management,TEH
syn-01759,D,3,4,3,2,Physique-Chimie|Sport|Mathematiques,Electronique / bricolage technique|Analyse de donnees / logique,Tourisme / hotellerie|Technologie / informatique|Finance / comptabilite|Sciences,Mixte,Technique / ingenierie|Creation / design,ESIIA
syn-01760,A2,4,2,4,3,Histoire-Geographie|Sport|Francais / Litterature,Redaction / communication|Electronique / bricolage technique,BTP / construction|Droit / justice|Finance / comptabilite|Sciences,Bureau,Entrepreneur / independant|Gestion / management,DTJA
syn-01761,S,3,3,3,2,Sport|Langues etrangeres,Electronique / bricolage technique|Vente / negociation|Redaction / communication|Organisation / gestion de projet,Tourisme / hotellerie|Technologie / informatique|Communication / medias,Bureau,Commerce / relation client|Recherche / enseignement,TEH
syn-01762,D,4,5,4,2,Informatique / Technologie|Economie / Gestion,Organisation / gestion de projet|Vente / negociation|Electronique / bricolage technique,Tourisme / hotellerie|Sante / social|Sciences|Technologie / informatique,Bureau,Gestion / management|Commerce / relation client,EMII
syn-01763,Technique genie civil,3,4,2,2,SVT|Physique-Chimie,Programmation|Electronique / bricolage technique,Agriculture / environnement|Sante / social|Art / design / audiovisuel|BTP / construction,Mixte,Commerce / relation client,GCA
syn-01764,S,5,4,1,3,SVT|Economie / Gestion|Arts,Creativite / design|Analyse de donnees / logique|Redaction / communication,Finance / comptabilite|Sciences|Art / design / audiovisuel,Mixte,Recherche / enseignement,ISAIA
syn-01765,C,3,5,3,2,Economie / Gestion|Histoire-Geographie,Redaction / communication|Organisation / gestion de projet|Electronique / bricolage technique|Vente / negociation,Entrepreneuriat / business|Finance / comptabilite,Bureau,Commerce / relation client,CAA
syn-01766,C,4,4,4,3,SVT|Langues etrangeres|Francais / Litterature,Electronique / bricolage technique|Redaction / communication|Creativite / design,Sante / social|BTP / construction|Droit / justice|Communication / medias,Bureau,Gestion / management|Technique / ingenierie,DTJA
syn-01767,D,2,3,3,3,Physique-Chimie|Mathematiques|Francais / Litterature,Redaction / communication|Analyse de donnees / logique|Electronique / bricolage technique,Finance / comptabilite|Sciences|Agriculture / environnement,Bureau,Commerce / relation client,FIC
syn-01768,S,5,2,4,3,Histoire-Geographie|Informatique / Technologie,Programmation|Electronique / bricolage technique|Redaction / communication,Technologie / informatique|BTP / construction|Droit / justice,Mixte,Commerce / relation client|Entrepreneur / independant,IGGLIA
syn-01769,A1,2,3,4,4,SVT|Economie / Gestion,Travail en equipe|Vente / negociation,Sciences|Droit / justice,Terrain / exterieur,Technique / ingenierie,CAA
syn-01770,L,3,2,3,4,Histoire-Geographie|SVT,Analyse de donnees / logique|Electronique / bricolage technique|Vente / negociation,BTP / construction|Sante / social|Agriculture / environnement|Droit / justice,Atelier / usine,Commerce / relation client|Entrepreneur / independant,CAA
syn-01771,S,3,4,3,3,Histoire-Geographie|Economie / Gestion|Sport,Vente / negociation|Organisation / gestion de projet|Travail en equipe,BTP / construction|Art / design / audiovisuel|Tourisme / hotellerie,Mixte,Recherche / enseignement|Commerce / relation client,CAA
syn-01772,D,3,3,3,4,Economie / Gestion|Informatique / Technologie|Sport,Organisation / gestion de projet|Redaction / communication|Programmation,Finance / comptabilite|Entrepreneuriat / business,Terrain / exterieur,Technique / ingenierie,EMP
syn-01773,A1,3,1,4,4,Informatique / Technologie|Physique-Chimie|Economie / Gestion,Electronique / bricolage technique|Travail en equipe,Technologie / informatique|Entrepreneuriat / business,Bureau,Entrepreneur / independant,CAA
syn-01774,A1,2,2,2,5,Histoire-Geographie|Sport|Economie / Gestion,Vente / negociation|Travail en equipe|Analyse de donnees / logique|Redaction / communication,Droit / justice|Agriculture / environnement|Entrepreneuriat / business,Bureau,Creation / design,CAA
syn-01775,S,4,3,3,4,Arts|Economie / Gestion,Redaction / communication|Vente / negociation|Programmation|Organisation / gestion de projet,Communication / medias|Entrepreneuriat / business,Mixte,Entrepreneur / independant,GCA
syn-01776,A2,2,2,3,2,Francais / Litterature|SVT|Arts,Electronique / bricolage technique|Creativite / design|Organisation / gestion de projet,Agriculture / environnement|Communication / medias|Art / design / audiovisuel,Atelier / usine,Entrepreneur / independant|Technique / ingenierie,DTJA
syn-01777,S,3,5,3,2,Physique-Chimie|Sport|Informatique / Technologie,Electronique / bricolage technique|Programmation,BTP / construction|Art / design / audiovisuel|Technologie / informatique|Sciences,Bureau,Gestion / management,EMII
syn-01778,D,3,2,3,4,Sport|Francais / Litterature,Vente / negociation|Electronique / bricolage technique|Redaction / communication|Travail en equipe,Communication / medias|Droit / justice,Terrain / exterieur,Commerce / relation client,CAA
syn-01779,D,4,4,3,4,Francais / Litterature|Informatique / Technologie|Langues etrangeres,Travail en equipe|Electronique / bricolage technique|Redaction / communication,Technologie / informatique|Communication / medias|Droit / justice,Atelier / usine,Recherche / enseignement,ESIIA
syn-01780,A2,1,4,4,2,Economie / Gestion|Langues etrangeres,Redaction / communication|Programmation|Travail en equipe|Analyse de donnees / logique,Sciences|Finance / comptabilite|Tourisme / hotellerie|Art / design / audiovisuel,Atelier / usine,Recherche / enseignement|Creation / design,TEH
syn-01781,L,3,2,4,3,Langues etrangeres|Arts,Programmation|Redaction / communication|Creativite / design|Vente / negociation,Communication / medias|Droit / justice|Technologie / informatique|Tourisme / hotellerie,Bureau,Commerce / relation client,TEH
syn-01782,D,3,5,2,2,Sport|Economie / Gestion,Vente / negociation|Travail en equipe|Organisation / gestion de projet|Redaction / communication,Agriculture / environnement|Entrepreneuriat / business|Finance / comptabilite|Tourisme / hotellerie,Bureau,Creation / design,FIC
syn-01783,C,5,4,3,3,Arts|SVT|Economie / Gestion,Vente / negociation|Programmation,Technologie / informatique|Art / design / audiovisuel,Terrain / exterieur,Gestion / management,ISAIA
syn-01784,A2,1,2,3,3,Arts|Langues etrangeres|Francais / Litterature,Creativite / design|Redaction / communication|Electronique / bricolage technique|Analyse de donnees / logique,Tourisme / hotellerie|Art / design / audiovisuel|Droit / justice|Sciences,Bureau,Technique / ingenierie|Recherche / enseignement,DTJA
syn-01785,S,4,4,2,3,Francais / Litterature|Arts|SVT,Creativite / design|Redaction / communication|Organisation / gestion de projet|Analyse de donnees / logique,Droit / justice|Agriculture / environnement|Sciences,Terrain / exterieur,Technique / ingenierie|Creation / design,AEE
syn-01786,D,5,3,4,2,Economie / Gestion|SVT,Vente / negociation|Electronique / bricolage technique|Organisation / gestion de projet,Entrepreneuriat / business|Finance / comptabilite,Bureau,Technique / ingenierie,FIC
syn-01787,C,2,3,3,1,Informatique / Technologie|Langues etrangeres,Programmation|Analyse de donnees / logique|Redaction / communication|Electronique / bricolage technique,BTP / construction|Technologie / informatique|Art / design / audiovisuel|Communication / medias,Bureau,Technique / ingenierie,IMTICIA
syn-01788,C,3,4,2,4,Physique-Chimie|Mathematiques,Travail en equipe|Analyse de donnees / logique|Programmation,Art / design / audiovisuel|Droit / justice|Finance / comptabilite,Mixte,Gestion / management,FIC
syn-01789,D,3,3,3,1,Langues etrangeres|Mathematiques|Histoire-Geographie,Vente / negociation|Redaction / communication|Creativite / design|Travail en equipe,Finance / comptabilite|Communication / medias,Mixte,Entrepreneur / independant|Recherche / enseignement,TEH
syn-01790,S,4,3,3,2,Langues etrangeres|Francais / Litterature|Mathematiques,Redaction / communication|Programmation|Organisation / gestion de projet,Technologie / informatique|Tourisme / hotellerie|Droit / justice|Communication / medias,Mixte,Recherche / enseignement|Commerce / relation client,TEE
syn-01791,A2,2,2,3,3,Mathematiques|Economie / Gestion,Organisation / gestion de projet|Vente / negociation|Analyse de donnees / logique|Travail en equipe,Sciences|Sante / social|Entrepreneuriat / business|Communication / medias,Mixte,Recherche / enseignement|Creation / design,CAA
syn-01792,S,4,4,4,1,SVT|Economie / Gestion|Francais / Litterature,Analyse de donnees / logique|Electronique / bricolage technique,Entrepreneuriat / business|Technologie / informatique|Droit / justice,Bureau,Gestion / management|Creation / design,ISAIA
syn-01793,A2,2,2,4,2,Langues etrangeres|Mathematiques,Creativite / design|Organisation / gestion de projet|Redaction / communication,Tourisme / hotellerie|Sciences|Droit / justice|Sante / social,Mixte,Recherche / enseignement,TEH
syn-01794,Technique agricole,3,4,2,4,Arts|Sport|Langues etrangeres,Vente / negociation|Travail en equipe,Communication / medias|Tourisme / hotellerie|Art / design / audiovisuel|Finance / comptabilite,Atelier / usine,Gestion / management,TEH
syn-01795,D,3,2,5,4,Mathematiques|Langues etrangeres|Histoire-Geographie,Electronique / bricolage technique|Analyse de donnees / logique|Redaction / communication,Communication / medias|Droit / justice|Finance / comptabilite|BTP / construction,Mixte,Gestion / management|Commerce / relation client,DTJA
syn-01796,A1,2,4,3,2,Informatique / Technologie|Physique-Chimie|Francais / Litterature,Electronique / bricolage technique|Redaction / communication,Sciences|Finance / comptabilite|BTP / construction,Terrain / exterieur,Entrepreneur / independant,DTJA
syn-01797,A1,3,4,4,3,Francais / Litterature|Mathematiques|Langues etrangeres,Analyse de donnees / logique|Redaction / communication|Organisation / gestion de projet|Programmation,Art / design / audiovisuel|Finance / comptabilite,Terrain / exterieur,Gestion / management|Recherche / enseignement,FIC
syn-01798,A2,3,1,2,3,Sport|Mathematiques,Travail en equipe|Organisation / gestion de projet|Redaction / communication|Programmation,Finance / comptabilite|Art / design / audiovisuel,Terrain / exterieur,Technique / ingenierie|Entrepreneur / independant,FIC
syn-01799,A2,4,2,5,4,Histoire-Geographie|Francais / Litterature,Redaction / communication|Electronique / bricolage technique|Creativite / design,Sciences|Art / design / audiovisuel|Finance / comptabilite|Sante / social,Bureau,Commerce / relation client,DTJA
syn-01800,D,4,2,3,3,SVT|Mathematiques,Programmation|Vente / negociation,Agriculture / environnement|Art / design / audiovisuel,Laboratoire,Gestion / management,IGGLIA
syn-01801,L,3,1,3,2,Informatique / Technologie|Mathematiques|Langues etrangeres,Electronique / bricolage technique|Organisation / gestion de projet|Creativite / design|Vente / negociation,Sciences|Communication / medias|Finance / comptabilite,Mixte,Technique / ingenierie|Gestion / management,FIC
syn-01802,C,5,4,3,3,Mathematiques|Histoire-Geographie|Langues etrangeres,Travail en equipe|Redaction / communication|Organisation / gestion de projet,Finance / comptabilite|Sciences|Communication / medias|Entrepreneuriat / business,Laboratoire,Recherche / enseignement,ISAIA
syn-01803,D,4,5,1,2,Langues etrangeres|Arts|Histoire-Geographie,Creativite / design|Electronique / bricolage technique,Technologie / informatique|Communication / medias,Bureau,Recherche / enseignement|Creation / design,IMTICIA
syn-01804,L,3,2,3,3,SVT|Langues etrangeres,Analyse de donnees / logique|Redaction / communication,Sciences|Technologie / informatique,Mixte,Commerce / relation client,TEH
syn-01805,S,4,4,4,3,SVT|Mathematiques|Informatique / Technologie,Electronique / bricolage technique|Redaction / communication|Analyse de donnees / logique,Sante / social|Technologie / informatique|Finance / comptabilite,Mixte,Commerce / relation client,ISAIA
syn-01806,A2,2,3,3,3,Informatique / Technologie|Physique-Chimie|Francais / Litterature,Electronique / bricolage technique|Programmation|Travail en equipe|Creativite / design,Communication / medias|Technologie / informatique|Droit / justice|Sciences,Laboratoire,Recherche / enseignement,DTJA
syn-01807,C,3,5,4,5,Mathematiques|Physique-Chimie,Vente / negociation|Electronique / bricolage technique|Creativite / design,BTP / construction|Tourisme / hotellerie|Sciences,Atelier / usine,Creation / design,EMII
syn-01808,S,3,5,2,3,Informatique / Technologie|Arts,Analyse de donnees / logique|Creativite / design|Programmation|Vente / negociation,Technologie / informatique|Tourisme / hotellerie|Communication / medias,Bureau,Gestion / management|Recherche / enseignement,IMTICIA
syn-01809,D,3,5,3,3,Langues etrangeres|Informatique / Technologie,Programmation|Electronique / bricolage technique|Organisation / gestion de projet,Entrepreneuriat / business|Tourisme / hotellerie|Communication / medias|Sante / social,Bureau,Gestion / management|Recherche / enseignement,ESIIA
syn-01810,D,4,3,3,2,Francais / Litterature|Physique-Chimie,Redaction / communication|Programmation|Analyse de donnees / logique,Agriculture / environnement|Art / design / audiovisuel,Bureau,Gestion / management,FIC
syn-01811,Technique industrielle,4,3,3,3,Mathematiques|Physique-Chimie,Analyse de donnees / logique|Redaction / communication,Art / design / audiovisuel|BTP / construction|Tourisme / hotellerie|Finance / comptabilite,Mixte,Gestion / management,EMII
syn-01812,S,3,3,3,2,Arts|Informatique / Technologie,Travail en equipe|Creativite / design,BTP / construction|Sante / social|Communication / medias|Technologie / informatique,Bureau,Commerce / relation client,IMTICIA
syn-01813,D,3,4,3,2,Arts|Sport,Travail en equipe|Creativite / design|Vente / negociation,Communication / medias|Agriculture / environnement|Sciences,Terrain / exterieur,Gestion / management|Commerce / relation client,TEE
syn-01814,S,4,4,2,3,Arts|Physique-Chimie|SVT,Creativite / design|Redaction / communication,BTP / construction|Sciences,Atelier / usine,Creation / design|Gestion / management,GCA
syn-01815,Technique industrielle,2,5,3,2,Langues etrangeres|Arts,Vente / negociation|Travail en equipe|Creativite / design,Agriculture / environnement|BTP / construction|Sante / social,Atelier / usine,Commerce / relation client,TEH
syn-01816,L,1,2,4,3,Mathematiques|Economie / Gestion,Creativite / design|Analyse de donnees / logique|Vente / negociation,Sciences|Entrepreneuriat / business|Art / design / audiovisuel,Mixte,Technique / ingenierie,CAA
syn-01817,Technique industrielle,3,2,5,3,Francais / Litterature|Economie / Gestion,Organisation / gestion de projet|Programmation|Redaction / communication,Technologie / informatique|Droit / justice|Communication / medias|Entrepreneuriat / business,Mixte,Recherche / enseignement,DTJA
syn-01818,D,4,4,3,4,Physique-Chimie|Histoire-Geographie,Travail en equipe|Vente / negociation,Finance / comptabilite|BTP / construction|Agriculture / environnement|Sciences,Terrain / exterieur,Creation / design,ICMP
syn-01819,D,2,4,3,3,Langues etrangeres|Mathematiques|Economie / Gestion,Redaction / communication|Electronique / bricolage technique|Vente / negociation,Communication / medias|Finance / comptabilite,Atelier / usine,Entrepreneur / independant|Technique / ingenierie,FIC
syn-01820,Technique industrielle,3,3,4,3,Mathematiques|Histoire-Geographie,Organisation / gestion de projet|Analyse de donnees / logique,Entrepreneuriat / business|Sciences,Bureau,Gestion / management|Technique / ingenierie,ISAIA
syn-01821,A2,2,3,3,3,Langues etrangeres|Informatique / Technologie,Redaction / communication|Analyse de donnees / logique|Programmation,Tourisme / hotellerie|Entrepreneuriat / business|Agriculture / environnement,Laboratoire,Gestion / management|Recherche / enseignement,TEE
syn-01822,L,2,2,5,5,Francais / Litterature|Informatique / Technologie,Redaction / communication|Travail en equipe,Communication / medias|Sciences|Technologie / informatique|Sante / social,Mixte,Creation / design,DTJA
syn-01823,S,4,4,3,5,Economie / Gestion|Arts|Informatique / Technologie,Organisation / gestion de projet|Programmation|Vente / negociation,Communication / medias|Finance / comptabilite,Mixte,Creation / design,EMP
